Commit id,CyclomaticComplexity,ExcessiveClassLength,ExcessiveMethodLength,ExcessiveParameterList,NPathComplexity,CouplingBetweenObjects,EmptyCatchBlock,DepthOfInheritance,GotoStatement
Commit id,CyclomaticComplexity,ExcessiveClassLength,ExcessiveMethodLength,ExcessiveParameterList,NPathComplexity,CouplingBetweenObjects,EmptyCatchBlock,DepthOfInheritance,GotoStatement
26758,3981,166,1568,70,2551,79,22,1,0
26759,3981,166,1568,70,2551,79,22,1,0
26760,3981,166,1568,70,2551,79,22,1,0
26761,3981,166,1568,70,2551,79,22,1,0
26762,3981,166,1568,70,2551,79,22,1,0
26763,3977,166,1568,70,2547,79,22,1,0
26764,3977,166,1568,70,2547,79,22,1,0
26765,3977,166,1568,70,2547,79,22,1,0
26766,3977,166,1568,70,2548,79,22,1,0
26767,3978,166,1568,70,2549,79,22,1,0
26768,3978,166,1568,70,2549,79,22,1,0
26769,3978,166,1568,70,2549,79,22,1,0
26770,3978,166,1568,70,2548,79,22,1,0
26771,3978,166,1568,70,2548,79,22,1,0
26772,3978,166,1568,70,2548,79,22,1,0
26773,3979,166,1568,70,2548,79,22,1,0
26774,3980,166,1568,70,2549,79,22,1,0
26775,3980,166,1568,70,2549,79,22,1,0
26776,3980,166,1568,70,2549,79,22,1,0
26777,3981,166,1568,70,2550,79,22,1,0
26778,3981,166,1568,70,2550,79,22,1,0
26779,3981,166,1568,70,2549,79,22,1,0
26780,3981,166,1568,70,2549,79,22,1,0
26781,3982,166,1568,70,2549,79,22,1,0
26782,3984,166,1568,70,2551,79,22,1,0
26783,3984,166,1568,70,2551,79,22,1,0
26784,3984,166,1568,70,2551,79,22,1,0
26785,3985,166,1568,70,2551,79,22,1,0
26786,3985,166,1568,70,2551,79,22,1,0
26787,3985,166,1568,70,2551,79,22,1,0
26788,3985,166,1568,70,2551,79,22,1,0
26789,3985,166,1568,70,2551,79,22,1,0
26790,3987,166,1568,70,2554,79,22,1,0
26791,3987,166,1568,70,2554,79,22,1,0
26792,3987,166,1568,70,2554,79,22,1,0
26793,3989,166,1569,70,2555,79,22,1,0
26794,3989,166,1569,70,2555,79,22,1,0
26795,3989,166,1569,70,2555,79,22,1,0
26796,3989,166,1569,70,2555,79,22,1,0
26797,3989,166,1569,70,2555,79,22,1,0
26798,3989,166,1569,70,2555,79,22,1,0
26799,3989,166,1569,70,2555,79,22,1,0
26800,3989,166,1570,70,2556,79,22,1,0
26801,3989,166,1570,70,2556,79,22,1,0
26802,3989,166,1570,70,2556,79,22,1,0
26803,3989,166,1570,70,2556,79,22,1,0
26804,3989,166,1570,70,2556,79,22,1,0
26805,3988,166,1570,70,2556,79,22,1,0
26806,2669,107,941,63,1618,74,22,1,0
26807,2669,107,941,63,1618,74,22,1,0
26808,2669,107,941,63,1618,74,22,1,0
26809,2669,107,941,63,1618,74,22,1,0
26810,2669,107,941,63,1618,74,22,1,0
26811,2670,107,941,63,1619,74,22,1,0
26812,2670,107,941,63,1619,75,22,1,0
26813,2670,107,941,63,1619,75,22,1,0
26814,2670,108,941,63,1619,75,22,1,0
26815,2670,108,941,63,1619,75,22,1,0
26816,2670,108,941,63,1619,75,22,1,0
26817,2670,108,941,63,1618,75,22,1,0
26818,2670,108,941,63,1618,75,22,1,0
26819,2670,108,941,63,1618,75,22,1,0
26820,2670,108,941,63,1618,76,22,1,0
26821,2670,108,941,63,1618,76,22,1,0
26822,2670,108,941,63,1618,76,22,1,0
26823,2670,108,941,63,1618,76,22,1,0
26824,2670,108,941,63,1618,76,22,1,0
26825,2670,108,941,63,1618,76,22,1,0
26826,2670,108,941,63,1618,76,22,1,0
26827,2670,108,941,63,1618,76,22,1,0
26828,2670,108,941,63,1618,76,22,1,0
26829,2671,108,941,63,1618,76,22,1,0
26830,2671,108,941,63,1618,76,22,1,0
26831,2671,108,941,63,1618,76,22,1,0
26832,2671,108,941,60,1618,76,22,1,0
26833,2672,108,941,60,1618,76,22,1,0
26834,2672,108,941,60,1618,76,22,1,0
26835,2672,108,941,60,1618,76,22,1,0
26836,2672,108,941,60,1618,77,22,1,0
26837,2672,108,941,60,1618,76,22,1,0
26838,2672,108,941,60,1618,76,22,1,0
26839,2672,108,941,60,1618,76,22,1,0
26840,2672,108,941,60,1618,76,22,1,0
26841,2672,108,941,60,1618,76,22,1,0
26842,2672,108,941,60,1618,76,22,1,0
26843,2681,108,941,60,1619,76,22,1,0
26844,2681,108,941,60,1619,76,22,1,0
26845,2681,108,941,60,1619,76,22,1,0
26846,2681,108,941,60,1619,76,22,1,0
26847,2682,108,941,60,1620,76,22,1,0
26848,2679,108,938,60,1610,72,22,1,0
26849,2679,108,936,60,1610,72,22,1,0
26850,2676,106,919,60,1606,70,21,1,0
26851,2672,104,910,60,1600,69,20,1,0
26852,2671,103,905,60,1599,69,20,1,0
26853,2671,99,845,60,1599,69,20,1,0
26854,2671,99,842,60,1599,69,20,1,0
26855,2673,99,842,60,1601,69,20,1,0
26856,2673,99,841,60,1600,69,20,1,0
26857,2673,99,841,60,1600,69,20,1,0
26858,2674,99,841,60,1600,69,20,1,0
26859,2673,99,841,60,1599,69,20,1,0
26860,2673,99,841,60,1599,69,20,1,0
26861,2673,99,841,60,1599,69,20,1,0
26862,2673,99,841,60,1599,69,20,1,0
26863,2673,99,841,60,1599,69,20,1,0
26864,2673,99,841,60,1599,69,20,1,0
26865,2674,99,841,60,1600,69,20,1,0
26866,2674,99,841,60,1599,69,20,1,0
26867,2674,99,841,60,1599,69,20,1,0
26868,2674,99,841,60,1599,69,20,1,0
26869,2674,99,841,60,1599,69,20,1,0
26870,2674,99,841,60,1599,69,20,1,0
26871,2675,99,841,60,1600,69,20,1,0
26872,2675,99,842,60,1600,69,20,1,0
26873,2675,99,842,60,1600,69,20,1,0
26874,2675,99,842,60,1600,69,20,1,0
26875,2675,99,842,60,1600,69,20,1,0
26876,2674,99,842,60,1599,69,20,1,0
26877,2674,99,842,60,1599,69,20,1,0
26878,2674,99,842,60,1599,69,20,1,0
26879,2674,99,842,60,1599,69,20,1,0
26880,2675,99,842,60,1600,69,20,1,0
26881,2675,99,842,60,1600,69,20,1,0
26882,2675,99,842,60,1600,69,20,1,0
26883,2674,99,842,60,1599,69,20,1,0
26884,2674,99,841,60,1599,69,20,1,0
26885,2674,99,841,60,1599,69,20,1,0
26886,2674,99,841,60,1599,69,20,1,0
26887,2674,99,841,60,1599,69,20,1,0
26888,2674,99,841,60,1599,69,20,1,0
26889,2674,99,841,60,1599,69,20,1,0
26890,2674,99,841,60,1599,69,20,1,0
26891,2674,99,841,60,1599,69,20,1,0
26892,2673,99,841,60,1599,69,20,1,0
26893,2673,99,841,60,1599,69,20,1,0
26894,2673,99,841,60,1599,69,20,1,0
26895,2673,99,841,60,1599,69,20,1,0
26896,2673,99,841,60,1599,69,20,1,0
26897,2673,99,841,60,1599,69,20,1,0
26898,2674,99,842,60,1600,69,20,1,0
26899,2674,99,842,60,1600,69,20,1,0
26900,2672,99,841,60,1599,69,20,1,0
26901,2672,99,841,60,1599,69,20,1,0
26902,2672,99,841,60,1599,69,20,1,0
26903,2672,99,841,60,1599,69,20,1,0
26904,2672,99,841,60,1599,69,20,1,0
26905,2672,99,841,60,1599,69,20,1,0
26906,2671,99,841,60,1599,69,20,1,0
26907,2672,99,841,60,1599,69,20,1,0
26908,2672,100,841,60,1599,69,20,1,0
26909,2672,100,841,60,1599,69,20,1,0
26910,2673,100,841,60,1599,69,20,1,0
26911,2673,100,841,60,1599,69,20,1,0
26912,2673,100,841,60,1599,69,20,1,0
26913,2672,100,841,60,1599,69,20,1,0
26914,2672,100,841,60,1599,69,20,1,0
26915,2672,100,841,60,1599,69,20,1,0
26916,2672,100,841,60,1599,69,20,1,0
26917,2673,100,841,60,1600,69,20,1,0
26918,2673,100,841,60,1600,69,20,1,0
26919,2673,100,841,60,1600,69,20,1,0
26920,2673,100,841,60,1600,69,20,1,0
26921,2673,100,841,60,1600,69,20,1,0
26922,2673,100,841,60,1600,69,20,1,0
26923,2673,100,841,60,1600,69,20,1,0
26924,2673,100,841,60,1600,69,20,1,0
26925,2673,100,841,60,1600,69,20,1,0
26926,2673,100,841,60,1600,69,20,1,0
26927,2673,100,841,60,1600,69,20,1,0
26928,2673,100,841,60,1600,69,20,1,0
26929,2672,100,842,60,1599,69,20,1,0
26930,2672,100,842,60,1599,69,20,1,0
26931,2672,100,842,60,1599,69,20,1,0
26932,2672,100,843,60,1599,69,20,1,0
26933,2672,100,843,60,1599,69,20,1,0
26934,2673,100,844,60,1600,69,20,1,0
26935,2673,100,844,60,1600,69,20,1,0
26936,2673,100,844,60,1600,69,20,1,0
26937,2673,100,844,60,1600,69,20,1,0
26938,2673,100,844,60,1600,69,20,1,0
26939,2673,100,844,60,1600,69,20,1,0
26940,2673,100,844,60,1600,69,20,1,0
26941,2673,100,844,60,1600,69,20,1,0
26942,2673,100,844,60,1600,69,20,1,0
26943,2673,100,844,60,1601,69,20,1,0
26944,2673,101,844,60,1601,69,20,1,0
26945,2673,101,844,60,1601,69,20,1,0
26946,2673,101,844,60,1601,69,20,1,0
26947,2673,101,844,60,1601,69,20,1,0
26948,2673,101,844,60,1601,69,20,1,0
26949,2673,101,844,60,1601,69,20,1,0
26950,2673,101,844,60,1601,69,20,1,0
26951,2673,101,844,60,1601,69,20,1,0
26952,2673,101,844,60,1601,69,20,1,0
26953,2673,101,844,60,1601,69,20,1,0
26954,2673,101,844,60,1601,69,20,1,0
26955,2674,101,845,60,1602,69,20,1,0
26956,2674,101,845,60,1602,69,20,1,0
26957,2685,101,848,60,1607,69,20,1,0
26958,2685,101,848,60,1607,69,20,1,0
26959,2685,101,848,60,1607,69,20,1,0
26960,2685,101,848,60,1607,69,20,1,0
26961,2685,101,848,60,1607,69,20,1,0
26962,2685,100,848,60,1607,69,20,1,0
26963,2685,100,848,60,1607,69,20,1,0
26964,2692,100,848,60,1612,69,20,1,0
26965,2693,100,848,60,1612,69,20,1,0
26966,2693,100,848,60,1612,69,20,1,0
26967,2693,100,848,60,1612,69,20,1,0
26968,2693,100,848,60,1612,69,20,1,0
26969,2693,100,848,60,1612,69,20,1,0
26970,2693,100,848,60,1612,69,20,1,0
26971,2694,100,848,60,1612,69,20,1,0
26972,2694,100,848,60,1613,69,20,1,0
26973,2694,100,848,60,1613,69,20,1,0
26974,2694,100,848,60,1613,69,20,1,0
26975,2694,100,848,60,1613,69,20,1,0
26976,2692,100,847,60,1611,69,20,1,0
26977,2692,100,847,60,1611,69,20,1,0
26978,2693,99,848,60,1611,69,20,1,0
26979,2693,99,848,60,1611,69,20,1,0
26980,2693,99,848,60,1611,69,20,1,0
26981,2693,99,848,60,1611,69,20,1,0
26982,2693,99,848,60,1611,69,20,1,0
26983,2693,99,848,60,1611,69,20,1,0
26984,2693,99,848,60,1611,69,20,1,0
26985,2693,99,848,60,1611,69,20,1,0
26986,2693,99,848,60,1611,69,20,1,0
26987,2693,99,848,60,1611,69,20,1,0
26988,2696,99,848,60,1612,69,20,1,0
26989,2696,99,848,60,1612,69,20,1,0
26990,2696,99,848,60,1612,69,20,1,0
26991,2696,99,848,60,1612,69,20,1,0
26992,2696,99,848,60,1612,69,20,1,0
26993,2696,99,848,60,1612,69,20,1,0
26994,2696,99,848,60,1612,69,20,1,0
26995,2696,99,848,60,1612,69,20,1,0
26996,2696,99,848,60,1612,69,20,1,0
26997,2696,99,848,60,1612,69,20,1,0
26998,2696,99,848,60,1612,69,20,1,0
26999,2697,99,848,60,1612,69,20,1,0
27000,2697,99,848,60,1612,69,20,1,0
27001,2697,99,848,60,1612,69,20,1,0
27002,2697,99,848,60,1612,69,20,1,0
27003,2697,99,848,60,1612,69,20,1,0
27004,2697,99,848,60,1612,69,20,1,0
27005,2697,99,848,60,1612,69,20,1,0
27006,2698,99,850,60,1613,69,20,1,0
27007,2698,99,850,60,1613,69,20,1,0
27008,2698,99,850,60,1613,69,20,1,0
27009,2698,99,850,60,1613,69,20,1,0
27010,2698,99,850,60,1613,69,20,1,0
27011,2698,99,850,60,1613,69,20,1,0
27012,2698,99,850,60,1613,69,20,1,0
27013,2700,99,851,60,1614,69,20,1,0
27014,2713,100,853,60,1620,70,20,1,0
27015,2713,100,853,60,1620,70,20,1,0
27016,2714,100,853,60,1621,70,20,1,0
27017,2714,100,853,60,1621,70,20,1,0
27018,2715,100,853,60,1622,70,20,1,0
27019,2715,100,853,60,1622,70,20,1,0
27020,2715,100,853,60,1622,70,20,1,0
27021,2715,100,853,60,1622,70,20,1,0
27022,2715,100,853,60,1622,70,20,1,0
27023,2715,100,853,60,1622,70,20,1,0
27024,2715,100,853,60,1622,70,20,1,0
27025,2715,100,853,60,1622,70,20,1,0
27026,2715,100,853,60,1622,70,20,1,0
27027,2715,100,853,60,1622,70,20,1,0
27028,2715,100,853,60,1622,70,20,1,0
27029,2715,100,853,60,1622,70,20,1,0
27030,2715,100,853,60,1622,70,20,1,0
27031,2715,100,854,60,1622,70,20,1,0
27032,2715,100,854,60,1622,70,20,1,0
27033,2715,100,854,60,1622,70,20,1,0
27034,2715,100,854,60,1622,70,20,1,0
27035,2715,100,854,60,1622,70,20,1,0
27036,2715,100,854,60,1622,70,20,1,0
27037,2715,100,854,60,1622,70,20,1,0
27038,2715,100,854,60,1622,70,20,1,0
27039,2719,100,856,61,1624,71,21,1,0
27040,2718,101,855,61,1624,71,21,1,0
27041,2718,101,855,61,1624,71,21,1,0
27042,2718,101,855,61,1624,71,21,1,0
27043,2718,101,855,61,1624,71,21,1,0
27044,2718,101,855,61,1624,71,21,1,0
27045,2719,100,856,61,1624,71,21,1,0
27046,2719,100,856,61,1624,71,21,1,0
27047,2719,100,856,61,1624,71,21,1,0
27048,2719,100,856,61,1624,71,21,1,0
27049,2719,100,856,61,1624,71,21,1,0
27050,2719,100,856,61,1624,71,21,1,0
27051,2728,100,856,61,1625,71,21,1,0
27052,2728,100,856,61,1625,71,21,1,0
27053,2728,100,856,61,1625,71,21,1,0
27054,2728,100,856,61,1625,71,21,1,0
27055,2728,100,856,61,1625,71,21,1,0
27056,2729,100,856,61,1626,71,21,1,0
27057,2729,100,856,61,1626,71,21,1,0
27058,2729,100,854,61,1625,71,21,1,0
27059,2729,100,854,61,1625,71,21,1,0
27060,2729,100,854,61,1625,71,21,1,0
27061,2729,100,854,61,1625,71,21,1,0
27062,2729,100,854,61,1625,71,21,1,0
27063,2729,100,854,61,1625,71,21,1,0
27064,2729,100,853,61,1625,71,21,1,0
27065,2729,100,853,61,1625,71,21,1,0
27066,2729,100,853,61,1625,71,21,1,0
27067,2728,100,853,61,1625,71,21,1,0
27068,2728,100,853,61,1625,71,21,1,0
27069,2728,100,853,61,1625,71,21,1,0
27070,2728,100,853,61,1625,71,21,1,0
27071,2728,100,853,61,1625,71,21,1,0
27072,2728,100,853,61,1625,71,21,1,0
27073,2728,100,853,61,1625,71,21,1,0
27074,2728,100,853,61,1625,71,21,1,0
27075,2728,100,853,61,1625,71,21,1,0
27076,2728,100,853,61,1625,71,21,1,0
27077,2729,100,853,61,1625,71,21,1,0
27078,2729,100,853,61,1625,71,21,1,0
27079,2729,100,853,61,1625,71,21,1,0
27080,2729,100,853,61,1625,71,21,1,0
27081,2730,100,853,61,1625,71,21,1,0
27082,2730,100,853,61,1625,71,21,1,0
27083,2731,100,853,61,1625,71,21,1,0
27084,2731,100,853,61,1625,71,21,1,0
27085,2731,100,853,61,1625,71,21,1,0
27086,2731,100,853,61,1625,71,21,1,0
27087,2731,100,853,61,1625,71,21,1,0
27088,2731,100,853,61,1625,71,21,1,0
27089,2731,100,853,61,1625,71,21,1,0
27090,2731,100,853,61,1625,71,21,1,0
27091,2731,100,853,61,1625,71,21,1,0
27092,2731,100,853,61,1625,71,21,1,0
27093,2731,100,853,61,1625,71,21,1,0
27094,2731,100,853,61,1625,71,21,1,0
27095,2731,100,853,61,1625,71,21,1,0
27096,2731,100,853,61,1625,71,21,1,0
27097,2731,100,853,61,1625,71,21,1,0
27098,2730,100,853,61,1624,71,21,1,0
27099,2730,100,853,61,1624,71,21,1,0
27100,2729,100,853,61,1624,71,21,1,0
27101,2729,100,853,61,1624,71,21,1,0
27102,2729,100,853,61,1623,72,21,1,0
27103,2726,100,853,61,1623,72,21,1,0
27104,2727,100,853,61,1623,72,21,1,0
27105,2727,100,853,61,1623,72,21,1,0
27106,2727,100,853,61,1623,72,21,1,0
27107,2727,100,853,61,1623,72,21,1,0
27108,2727,100,853,61,1623,72,21,1,0
27109,2727,100,853,61,1623,72,21,1,0
27110,2727,100,853,61,1623,72,21,1,0
27111,2727,100,853,61,1623,72,21,1,0
27112,2727,100,853,61,1623,72,21,1,0
27113,2727,100,853,61,1623,72,21,1,0
27114,2728,100,854,61,1624,73,21,1,0
27115,2728,100,854,61,1624,73,21,1,0
27116,2728,100,854,61,1624,73,21,1,0
27117,2728,100,854,61,1624,73,21,1,0
27118,2727,100,854,61,1624,73,21,1,0
27119,2727,101,854,61,1624,73,21,1,0
27120,2727,101,854,61,1624,73,21,1,0
27121,2727,101,854,61,1624,73,21,1,0
27122,2728,101,854,61,1624,73,21,1,0
27123,2728,101,854,61,1624,73,21,1,0
27124,2728,102,854,61,1624,73,21,1,0
27125,2728,102,854,61,1624,73,21,1,0
27126,2728,102,854,61,1624,73,21,1,0
27127,2728,102,854,61,1624,73,21,1,0
27128,2728,102,854,61,1624,73,21,1,0
27129,2728,102,854,61,1624,73,21,1,0
27130,2728,102,854,61,1624,73,21,1,0
27131,2728,102,854,61,1624,73,21,1,0
27132,2728,102,854,61,1624,73,21,1,0
27133,2728,102,854,61,1624,73,21,1,0
27134,2728,102,854,61,1624,73,21,1,0
27135,2728,102,854,61,1624,73,21,1,0
27136,2728,102,854,61,1624,73,21,1,0
27137,2728,102,854,61,1624,73,21,1,0
27138,2729,102,856,61,1625,73,21,1,0
27139,2729,102,856,61,1625,73,21,1,0
27140,2729,102,856,61,1625,73,21,1,0
27141,2729,102,856,61,1625,73,21,1,0
27142,2729,103,856,61,1625,73,21,1,0
27143,2729,103,856,61,1625,73,21,1,0
27144,2729,103,856,61,1625,73,21,1,0
27145,2729,103,856,61,1625,73,21,1,0
27146,2730,103,856,61,1625,73,21,1,0
27147,2729,103,856,61,1625,73,21,1,0
27148,2729,103,856,61,1625,73,21,1,0
27149,2729,103,856,61,1625,73,21,1,0
27150,2730,103,856,61,1625,73,21,1,0
27151,2729,103,856,61,1625,73,21,1,0
27152,2729,103,856,61,1625,73,21,1,0
27153,2729,103,856,61,1625,73,21,1,0
27154,2729,103,856,61,1625,73,21,1,0
27155,2730,103,856,61,1626,73,21,1,0
27156,2735,103,857,61,1630,74,21,1,0
27157,2735,103,857,61,1630,74,21,1,0
27158,2737,103,861,61,1631,74,22,1,0
27159,2736,103,861,61,1631,74,22,1,0
27160,2736,103,861,61,1631,74,22,1,0
27161,2737,103,861,61,1631,74,22,1,0
27162,2739,103,862,61,1633,74,22,1,0
27163,2737,103,862,61,1633,74,22,1,0
27164,2737,103,862,61,1632,74,22,1,0
27165,2736,103,862,61,1632,74,22,1,0
27166,2736,103,862,61,1632,74,22,1,0
27167,2736,103,862,61,1632,74,22,1,0
27168,2736,103,862,61,1632,74,22,1,0
27169,2736,103,862,61,1632,74,22,1,0
27170,2736,103,862,61,1632,74,22,1,0
27171,2736,103,862,61,1632,74,22,1,0
27172,2736,103,862,61,1632,74,22,1,0
27173,2736,103,862,61,1632,74,22,1,0
27174,2736,103,862,61,1632,74,22,1,0
27175,2736,103,862,61,1632,74,22,1,0
27176,2736,103,862,61,1632,74,22,1,0
27177,2737,103,862,61,1633,74,22,1,0
27178,2739,103,862,61,1634,74,22,1,0
27179,2739,103,862,61,1634,74,22,1,0
27180,2739,103,862,61,1634,74,22,1,0
27181,2739,103,862,61,1634,74,22,1,0
27182,2739,103,862,61,1634,74,22,1,0
27183,2739,103,862,61,1634,74,22,1,0
27184,2738,103,862,61,1634,74,22,1,0
27185,2738,103,862,61,1634,74,21,1,0
27186,2738,103,862,61,1634,74,21,1,0
27187,2739,103,862,61,1634,74,21,1,0
27188,2738,103,861,61,1633,73,21,1,0
27189,2739,103,861,61,1634,73,21,1,0
27190,2739,103,861,61,1634,74,21,1,0
27191,2741,103,861,61,1635,74,21,1,0
27192,2741,103,861,61,1635,74,21,1,0
27193,2742,103,862,61,1636,74,21,1,0
27194,2742,104,862,61,1636,74,21,1,0
27195,2742,104,862,61,1636,74,21,1,0
27196,2742,104,862,61,1636,74,21,1,0
27197,2743,104,862,61,1637,74,21,1,0
27198,2743,104,862,61,1637,74,21,1,0
27199,2743,104,862,61,1637,74,21,1,0
27200,2742,104,862,61,1636,74,21,1,0
27201,2742,104,862,61,1636,74,21,1,0
27202,2742,104,862,61,1636,74,21,1,0
27203,2742,104,862,61,1636,74,21,1,0
27204,2742,104,862,61,1636,74,21,1,0
27205,2742,104,862,61,1636,74,21,1,0
27206,2741,104,863,61,1637,74,21,1,0
27207,2741,104,863,61,1637,74,21,1,0
27208,2741,104,863,61,1637,74,21,1,0
27209,2742,104,864,61,1638,74,21,1,0
27210,2742,104,864,61,1638,74,21,1,0
27211,2742,104,864,61,1638,74,21,1,0
27212,2742,104,864,61,1637,74,21,1,0
27213,2742,104,864,61,1637,74,21,1,0
27214,2736,102,862,61,1631,73,21,1,0
27215,2736,102,862,61,1631,73,21,1,0
27216,2736,102,862,61,1631,73,21,1,0
27217,2736,102,862,61,1631,73,21,1,0
27218,2736,102,862,61,1631,73,21,1,0
27219,2736,102,862,61,1631,73,21,1,0
27220,2736,102,862,61,1631,73,21,1,0
27221,2739,102,864,61,1634,73,21,1,0
27222,2739,102,864,61,1634,73,21,1,0
27223,2739,102,864,61,1634,73,21,1,0
27224,2739,102,864,61,1634,73,21,1,0
27225,2739,102,864,61,1634,73,21,1,0
27226,2750,102,868,61,1641,73,21,1,0
27227,2750,102,868,61,1641,73,21,1,0
27228,2750,102,868,61,1641,73,21,1,0
27229,2748,102,867,61,1640,73,21,1,0
27230,2748,102,867,61,1640,73,21,1,0
27231,2747,102,867,61,1640,73,21,1,0
27232,2747,102,867,61,1640,73,21,1,0
27233,2747,102,867,61,1640,73,21,1,0
27234,2747,102,867,61,1640,73,21,1,0
27235,2747,102,867,61,1640,73,21,1,0
27236,2747,102,867,61,1640,73,21,1,0
27237,2747,102,867,61,1640,73,21,1,0
27238,2747,102,867,61,1640,73,21,1,0
27239,2747,102,867,61,1640,73,21,1,0
27240,2765,103,873,61,1650,76,21,1,0
27241,2756,102,871,61,1646,75,21,1,0
27242,2755,102,871,61,1647,75,21,1,0
27243,2755,102,871,61,1647,75,21,1,0
27244,2755,102,871,61,1647,75,21,1,0
27245,2756,102,871,61,1648,75,21,1,0
27246,2757,102,870,61,1649,75,21,1,0
27247,2757,102,870,61,1649,75,21,1,0
27248,2757,102,870,61,1649,75,21,1,0
27249,2757,102,870,61,1649,75,21,1,0
27250,2757,102,870,61,1649,75,21,1,0
27251,2757,102,870,61,1649,75,21,1,0
27252,2757,102,869,61,1649,75,21,1,0
27253,2757,102,869,61,1649,75,21,1,0
27254,2757,102,869,61,1649,75,21,1,0
27255,2757,102,869,61,1649,75,21,1,0
27256,2757,102,869,61,1649,75,21,1,0
27257,2757,102,869,61,1649,75,21,1,0
27258,2758,102,869,61,1649,75,21,1,0
27259,2758,102,869,61,1650,75,21,1,0
27260,2758,102,869,61,1650,75,21,1,0
27261,2758,102,869,61,1651,75,21,1,0
27262,2758,102,870,61,1651,75,21,1,0
27263,2758,102,870,61,1651,75,21,1,0
27264,2758,102,870,61,1651,75,21,1,0
27265,2758,102,870,61,1651,75,21,1,0
27266,2758,102,870,61,1651,75,21,1,0
27267,2758,102,870,61,1651,75,21,1,0
27268,2758,102,870,61,1651,75,21,1,0
27269,2758,102,870,61,1651,75,21,1,0
27270,2758,102,870,61,1651,75,21,1,0
27271,2758,102,870,61,1651,75,21,1,0
27272,2758,102,870,61,1651,75,21,1,0
27273,2758,102,870,61,1651,75,21,1,0
27274,2758,102,870,61,1651,75,21,1,0
27275,2758,102,870,61,1651,75,21,1,0
27276,2758,102,869,61,1651,75,21,1,0
27277,2757,102,869,61,1650,75,21,1,0
27278,2757,102,869,61,1650,75,21,1,0
27279,2757,102,869,61,1650,75,21,1,0
27280,2757,102,869,61,1650,75,21,1,0
27281,2757,102,869,61,1650,75,21,1,0
27282,2757,102,869,61,1650,75,21,1,0
27283,2757,102,869,61,1650,75,21,1,0
27284,2757,102,869,61,1650,75,21,1,0
27285,2757,102,869,61,1650,75,21,1,0
27286,2757,102,869,61,1650,75,21,1,0
27287,2757,102,869,61,1650,75,21,1,0
27288,2756,102,869,61,1650,75,21,1,0
27289,2756,102,869,61,1650,75,21,1,0
27290,2756,102,869,61,1650,75,21,1,0
27291,2756,102,869,61,1650,75,21,1,0
27292,2756,102,869,61,1650,75,21,1,0
27293,2756,102,869,61,1650,75,21,1,0
27294,2756,102,869,61,1650,75,21,1,0
27295,2756,102,869,61,1650,75,21,1,0
27296,2756,102,869,61,1650,75,21,1,0
27297,2756,102,869,61,1650,75,21,1,0
27298,2756,102,869,61,1650,75,21,1,0
27299,2756,102,869,61,1650,75,21,1,0
27300,2756,102,869,61,1650,75,21,1,0
27301,2756,102,869,61,1650,75,21,1,0
27302,2756,102,870,61,1650,75,21,1,0
27303,2756,102,870,61,1650,75,21,1,0
27304,2756,102,870,61,1650,75,21,1,0
27305,2756,102,870,61,1650,75,21,1,0
27306,2757,102,870,62,1650,75,21,1,0
27307,2757,102,871,62,1651,75,21,1,0
27308,2757,102,871,62,1651,75,21,1,0
27309,2757,102,871,62,1651,75,21,1,0
27310,2757,102,871,62,1651,75,21,1,0
27311,2757,102,871,62,1651,75,21,1,0
27312,2757,102,871,62,1651,75,21,1,0
27313,2757,102,871,62,1651,75,21,1,0
27314,2756,102,870,62,1650,75,21,1,0
27315,2756,102,870,62,1650,75,21,1,0
27316,2756,102,870,62,1650,75,21,1,0
27317,2756,102,870,62,1650,75,21,1,0
27318,2756,102,870,62,1650,75,21,1,0
27319,2756,102,870,62,1650,75,21,1,0
27320,2756,102,870,62,1650,75,21,1,0
27321,2756,102,870,62,1650,75,21,1,0
27322,2756,102,870,62,1650,75,21,1,0
27323,2756,102,870,62,1650,75,21,1,0
27324,2756,102,870,62,1650,75,21,1,0
27325,2765,102,870,62,1651,75,21,1,0
27326,2765,102,870,62,1651,75,21,1,0
27327,2765,102,870,62,1651,75,21,1,0
27328,2765,102,870,62,1651,75,21,1,0
27329,2765,102,870,62,1651,75,21,1,0
27330,2765,102,870,62,1651,75,21,1,0
27331,2765,102,870,62,1651,75,21,1,0
27332,2757,102,868,62,1646,74,21,1,0
27333,2765,102,870,62,1651,75,21,1,0
27334,2765,102,870,62,1651,75,21,1,0
27335,2765,102,870,62,1651,75,21,1,0
27336,2766,102,870,62,1651,75,21,1,0
27337,2766,102,870,62,1651,75,21,1,0
27338,2766,102,870,62,1651,75,21,1,0
27339,2766,102,870,62,1651,75,21,1,0
27340,2766,102,870,62,1651,75,21,1,0
27341,2765,102,870,62,1651,75,21,1,0
27342,2765,102,870,62,1651,75,21,1,0
27343,2765,102,870,62,1651,75,21,1,0
27344,2766,102,870,62,1651,75,21,1,0
27345,2766,102,870,62,1651,75,21,1,0
27346,2766,102,870,62,1651,75,21,1,0
27347,2767,102,870,62,1651,75,21,1,0
27348,2767,102,870,62,1651,75,21,1,0
27349,2767,102,870,62,1651,75,21,1,0
27350,2767,102,870,62,1651,75,21,1,0
27351,2767,102,871,62,1651,75,21,1,0
27352,2768,102,871,62,1651,75,21,1,0
27353,2768,102,871,62,1651,75,21,1,0
27354,2768,102,871,62,1651,75,21,1,0
27355,2768,102,871,62,1651,75,21,1,0
